"date","pool_bech32","ticker","handshake","rtt_ms","blocks"
"2026-09-09","pool1jj2hvts3ryffy5txm7w0am3zt7s7sehdf8rrwfesjmr7shv0mgl","FIDA","f","","153"
"2026-09-09","pool1prnv2zg6hpf34hyqf9eqmkxxpxqr4phq7hs8cmehyhvxz2gsrpm","STAR","f","","112"
"2026-09-09","pool1py6q7y3f7jz60mt5jhsrdx6lqtuvc02chqgvwzjzayctqhgzzge","WSKS","f","","149"
"2026-09-09","pool1vflcm2fde9qyzcr0lkkv4httte3xep6sycasrtaxw6rt2me3vwp","OKNW","f","","52"
"2026-09-09","pool1uq8l234306m76unyz8kuwnkvmtvazaks6vuvyx3a3khngavvcw0","PLTUS","f","","137"
"2026-09-09","pool1gnnwyf9vwcgtm3us0w0duuy43r9k7yhnchvyx0xqv9766ysw2a9","A2A","f","","153"
"2026-09-09","pool1rpjjz68kmmetyxztmrstrwgz8lxf6v0d7vqgw98r5x8rc50jrdf","DEW","f","","130"
"2026-09-09","pool13fpvzhz7p0f4c960k44erfykflr7qdp86t6jnxlfamhqcmfha42","CET","f","","250"
"2026-09-09","pool1fmgus36uc0jf0wlspfvzwfn04mz34kwrensmqgfzkv7t58dejw4","GRAB","f","","123"
"2026-09-09","pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w","VOLT","f","","114"
"2026-09-09","pool1qqlf3epa7m8780p2jx5689u2ql06tw026l5377tptk2zswrc645","CPS","f","","123"
"2026-09-09","pool1uy2z02pn4lczk7p2plvnkzrmltxmqs2t04d9ghx5t0vw6e4t0qn","AMSNL","f","","95"
"2026-09-09","pool1e556526sqwugxwnmeumt9lhj5jukklg8vv3ynk75xt9vs7adr5y","CHEAP","f","","89"
"2026-09-09","pool1n2yp66zk6m33sg8k20hsvmk9tw7xeeswzdcfxhnx9hm9jkxv5k4","ONE1","f","","99"
"2026-09-09","pool1fd0q9h8974y6psejmzczlywy8fgxxy07rn2ynrwu734aqwq540p","","f","","1288"
"2026-09-09","pool1j6dh3ynys827j38976q0q3s3c9hpzgx40kjcq4472h6m7d3t0hm","KIND","f","","97"
"2026-09-09","pool1s6x6kltycpxq82hyqhlqllqj3q5l2m8w499gvtu4xrfv29c0q2q","LOOT","t","8618.99","93"
"2026-09-09","pool13xzckaj3srgldr67dksx874jxe3c9xnc245xyr44p7cdxh07hft","LGC","t","100.33","107"
"2026-09-09","pool1r3ax7pd3cgad5kttench60ttr23kvfpx3vzvd6c3azppgw7q93t","PALM1","f","","82"
"2026-09-09","pool1gdgjzmp96kk0d0sj482655wqlq8jtc4t9xw8xzfwfx4tjyq73hw","LUNA9","t","8493.98","77"
"2026-09-09","pool17rns3wjyql9jg9xkzw9h88f0kstd693pm6urwxmvejqgsyjw7ta","0PCT","f","","88"
"2026-09-09","pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr","NMKR","t","7108.09","74"
"2026-09-09","pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy","AOAUS","f","","86"
"2026-09-09","pool1hnnfvsq3xlln6vz7d2xmk6kqekd5z4ctmfpdad8g8kr0yk8kdfd","AZDFM","t","180.94","114"
"2026-09-09","pool1v4xevkf7fx08pzy7atsk59dds6p0sdyl6xmhwf4mh79x6l5p6kx","DIVY","f","","78"
"2026-09-09","pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh","CAKE","f","","66"
"2026-09-09","pool18j287g2sccele52hhxc0csk2ghfghwndqm9yahdqnhjks840wtq","APE","f","","40"
"2026-09-09","pool1jayej3rwf5ynfmmu7583x3w2j73dcedtflgnazdezfn3kl6062x","TAX","f","","49"
"2026-09-09","pool1ncg357pkgx29g6jrwunk94pwxe409ktxyrw8s0k66vwkc4qdgnu","BIMI1","f","","51"
"2026-09-09","pool1js570lkcs6t3pwsj3eda0zz43mc5gm922ae5rdxcfn84gu5uyrg","ASSET","f","","8"
"2026-09-09","pool1helzgcd9sjm9xtyh9mw2wy06gekh6r52s6mx987q0p8lvklwura","","f","","34"
"2026-09-09","pool1qeqylk3pnenvt3j4mah2dafcnd3h8uc3fqhvfzrxlxf3xuvdvvp","LILIE","f","","45"
"2026-09-09","pool1659knc82juzdqycvvwz0uzjsj5scxwewguhuzae93ed36xanxmz","CASH","f","","27"
"2026-09-09","pool1wnpac2c9am0h3yx2luh9tlsdhcpz2tmfyqjm8g8f67afk7fa6mh","FNX","f","","25"
"2026-09-09","pool1es67mveksd22l9alfh5cht6w2krc7lcrq3zvxcpaj5hwxgmhg3m","ANEJO","f","","37"
"2026-09-09","pool1sf784g6eje8vzq9f5wu583eurhfq2ee9hzyhl46yezkuqqtmw07","NOVA","f","","32"
"2026-09-09","pool1p3chxyfv5cfk95hwq5zqjuljrpyk3uk5ua5alpn8rjgkkvvy8ne","IAMX","t","100.68","29"
"2026-09-09","pool1r5srulgd6gpav0sympqrkt9f4ykl06lh9sgk0p20r54v7759kws","DOG","f","","34"
"2026-09-09","pool104hlwrk98e6h07e05ywee3thn379ddmmfveje8d6cuvp54zcah6","ADASC","f","","17"
"2026-09-09","pool145ak0czqxe97ef38zjupk0pz5yk7pahcyrdfee2lrnsnwawj6dc","TIA","f","","31"
"2026-09-09","pool1p82vmqednsalje23mpnz9u3qt9ruj79xu83mr6p8t93fw5fcu3y","RCADA","f","","32"
"2026-09-09","pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c","SPACE","f","","28"
"2026-09-09","pool1csrtagrya4hc5pectc20s8s7am3e6vpdjj6antqzvn2lgmm5afs","","t","223.52","31"
"2026-09-09","pool15mfkj8sl7estcmmd5a07afrx5f4hlz3pcr6p6ay5pfmrjfl2hlf","DOXA","f","","22"
"2026-09-09","pool1u7zrgexnxsysctnnwljjjymr70he829fr5n3vefnv80guxr42dv","VILAI","f","","32"
"2026-09-09","pool1p42f6kw9lkgw5tn77kqyrc22zrs4uq298p468gacwzw6gq0ckq2","WISE","f","","16"
"2026-09-09","pool16knnvtezwzmgpnu8v03wht6y4u7mwfc7qz6y2yk62w4as4qymat","LAMB","f","","28"
"2026-09-09","pool1ksh2u6kktx74ugv8jadrdqttwyjz9074ke82xt6j0qgfvdn43a5","MILKY","f","","26"
"2026-09-09","pool1w9yeaaadjz9563tf2h7katrlujvxnywda8el8z66h02ckccx95x","SUI","f","","1"
"2026-09-09","pool1lr5ku0p3jhykdf3a2kcr0tyra30qvzrtl02dr6uyv98rxdsy3k9","STAKE","t","1685.96","30"
"2026-09-09","pool1dv7s5fn4m9dee8ncvx5hktfmsnx6agydhn798rfdqjazuwr84gc","BOBA","f","","21"
"2026-09-09","pool18hpttrmc7v6nhjcywhdpymwzxv3y9kujzc5ne53jjdlf6hxa7cv","5FOLD","f","","19"
"2026-09-09","pool1j8355yxxpfuhqyda4lrj8c9cdghaang3wvwge8jq8nlxurvfqv7","LvLUp","t","2621.06","31"
"2026-09-09","pool14z3hap9tf6gt4gk8u84kcwm3s0etcgha26sn8t8wmvcruk0kvgj","JACKS","f","","19"
"2026-09-09","pool1g0hsnjnt0du3kp33gjua3npncngr3yg4ak2zfdhd4zvmy6r8hyd","EGGS","t","104.24","20"
"2026-09-09","pool1dkww2vlysa8lsnuf5rca979zdsyr3zvt59hu7e420yxfunkka2z","TRUE","f","","35"
"2026-09-09","pool1dqhaw0h2f4ehpdhh57quszcj22qhkglhg6yvaf39w3clxdl2kpy","CHEF","f","","29"
"2026-09-09","pool13l9hxj5dke9yd8xrxtfdkxgppj4wdyy52k99jded9f4kv5ce7al","TOOL","f","","5"
"2026-09-09","pool1fu567g42mlv9f7enek7zeh94c0aht98w44du7s29t0elzd9yazz","","f","","15"
"2026-09-09","pool1zsyqzr04g5pr3nv7vfk8ldc3uf0xljc8yftdsqpxxqpychpxj65","AKANE","f","","27"
"2026-09-09","pool13mjxg33urh0xquvw33kjn85yw7j42uwqw0pvh8s6c67rszr7ssz","MIHOP","f","","11"
"2026-09-09","pool1q0memmdw4ktr88fkma53tqgkaqeq3wfc476le59rped4cu8tn4h","JOEY","f","","36"
"2026-09-09","pool1xcslzgl6t2pcdr0u8ef2zkjhdyxy8xmgvzp0mcdgrw4k5gtg94s","4FREE","f","","15"
"2026-09-09","pool17e4rdh59t4fmn4g3p02xvs853katrjzge830tsmd3sfdc645yvt","GAIA","f","","14"
"2026-09-09","pool1ulx9ennungrtcucslrpz93cze5fddlg96h0wwj83p6fpsrvgz2v","GENKI","f","","19"
"2026-09-09","pool17pv7m8h5dxsyt55upay8n8ake2cgcz4mcr737um2tl8d2wthzqr","MEDIA","f","","20"
"2026-09-09","pool1jqw9cv37w0eewvdr36w2kacd2w9wh5uwm2y3vmc0fmdfc0ax26l","LIX","t","234.58","20"
"2026-09-09","pool18872nzahx0h2f7j58pxrn5rjektn8na8p4amv08x2xj8qkht30g","MNKY","f","","12"
"2026-09-09","pool1aawkmkg7vg0x0vxaqh4gr0lwp4fekwsqrjduylx0et3tuz9hfn4","CHAIN","f","","11"
"2026-09-09","pool1kffetqjt06qvk4995tz3e3q9h3c8cdq9eedrz8qr3ynnc63qckz","LUNA","f","","22"
"2026-09-09","pool1gsrcrjm6ctkquef6m8jsyvplv0j357hupn92uklqdcm7729ytv6","YUMMI","f","","22"
"2026-09-09","pool1lzupr43772kfux007sdt02vlx7uzmfcplrwmxntdztxmwv9myrj","CRCI","f","","5"
"2026-09-09","pool1dts0h87pntgmsffp6mjtnahfht2dz5zjjeeujhzmtn6wgctcuzd","DSIO","f","","9"
"2026-09-09","pool1l8pvaam6f2wj2ank46uywp32wwapqga8e8utve3mgzzuxksc3tq","COR","f","","2"
"2026-09-09","pool1z39sker5renxhep9m7z8aae2yh56940gwykptfcf053473mwy8t","KYOTO","f","","8"
"2026-09-09","pool1t8dkgz58qcqlak6nn5l5j4qqwvewwmjx85fxtsykk6w9j2e0ng2","GYS","f","","7"
"2026-09-09","pool1fu69ry8k9qxfque9hng3lxcq7g30pykg38mtahah8x4mzpgls3k","BFADA","f","","6"
"2026-09-09","pool1k6knum588fm9fe5tmljeytyx65rv6h5jn8au824t86zt62nyd9e","ZONE","f","","2"
"2026-09-09","pool1u8yequt4vq3jhajeegc02r3msnne6krayxuzrypaz8jkq5v5pux","HOSK","f","","13"
"2026-09-09","pool143x8nhnr3j9mpzvhayuaen0y8l350guj6yd8mhmhhuupvuah3hh","XSEC","f","","5"
"2026-09-09","pool1085up093vl7qgwnqsuset7kdt3yflscdp6h8eeakuhyzwlhmq68","BPE","f","","9"
"2026-09-09","pool1n353xqapcq8wtyskm8cj4g04t8rv03lteyl30c42zug7kzv8vqz","NES","f","","13"
"2026-09-09","pool12m0v0myprg2nfvlymzaghvjrzhnlzkh2psn3sur2nhkj5wpkdmh","DAPP","t","104.45","10"
"2026-09-09","pool1d0vm9y545l3y2g9pamx45k4e498nllhd8wy4289vw8mt70am2r8","PLANT","f","","8"
"2026-09-09","pool1zm5nqvrdwmslk682d9qemd9fn8htg2rxlprxjuh0ae5l6sqzz3h","ADVAN","f","","4"
"2026-09-09","pool13s6u5zjngelr5uddhqygqqf5tcup0g3ajenma6amy9zuu7e97gm","CTL","f","","3"
"2026-09-09","pool158ag8p06qm4apd750ekep6een9cdldqsq434ll2mp0ykgunmguy","ALPHA","f","","7"
"2026-09-09","pool1lllmq2jgcqrag5c77lpc5m34fsqn63leadyx9tzx842n66ly3ql","","f","","2"
"2026-09-09","pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p","CHAOS","f","","2"
"2026-09-09","pool137cuaqqktk0rhh3a9zj4rchr75qm07pgzgekprle5qyq2xk2nzq","PDT1","f","","9"
"2026-09-09","pool1ddghnthymd3duklvx5pfunymqg29xe4vlmy89u2efyjdktn33kz","BOOST","f","","7"
"2026-09-09","pool1mhww3q6d7qssj5j2add05r7cyr7znyswe2g6vd23anpx5sh6z8d","GMBL","f","","6"
"2026-09-09","pool1we9umarzn0l6jp8mcm98y28lxuuzcurzpjldnjwtgdhgw068mnr","","f","","1"
"2026-09-09","pool19ut4284xy9p82dd0cglzxweddfqw73yennkjk6mmp650chnr6lz","ELEMT","f","","1"
"2026-09-09","pool1lr9vvcf5r5jgkgv5ly7z2lh068ymzg4xmqk5f8pu2k23vt25x7a","HYGGE","f","","5"
"2026-09-09","pool1f297l6rl99h5v56x48j4pgza70ya3lm37yzu0njpcnsljqdd4dl","","f","","5"
"2026-09-09","pool1d42r0zln3kvvc54w4945735gnrm635as8hj8zy38tjprw2l49rd","","f","","2"
"2026-09-09","pool155x3l57d4xu52t93f9r55cqaysej4pc2dl3jkc9d6w5ckyu6u7n","SPRO","t","7121.57","4"
"2026-09-09","pool18r2y72aue5nmv489xtnfxl36vzusq95qst6urd87yd5hgzms04c","ALPCH","f","","4"
"2026-09-09","pool1jm8s3r3xq4kpawavy096rqle964exle3lxwnpvx62wjnwadwd5l","NARU","f","","13"
"2026-09-09","pool1nss40t2xhh7ntgp8ca73u2xd8kzyn3dgtf9jfh0y57kxul9zt82","","f","","1"
"2026-09-09","pool16cy45uggzv3ah3s5m960v9vuxlx47sfnezpszuhcwl99z7nq8kq","NIXE","f","","5"
"2026-09-09","pool1ksh2zpeeqe0rpcug63up5l66g3kr5vf58jraeun82rur6m4g6xz","TRUST","f","","2"
"2026-09-09","pool1fn8mfqp4jt6097ygqrze5rjzg3y5s8fktxszqgs9mg22jvr42dx","DARK","f","","1"
"2026-09-09","pool1rhq7qyw4y2s80gstyevm6rhz2lsdsrcstawunxx5eld8csvuvlu","ART","t","8377.63","1"
"2026-09-09","pool13p725l7vqedxvkrstaq7myguewcktjglapwls3re7wakxdv90fw","ANCO","f","","3"
"2026-09-09","pool1psr42v6rvv3raeqsg9ru2zy5dp4cchlde8hw9xthrpstx5wz7wk","PLKOZ","f","","1"
"2026-09-09","pool12fzerww0hmk0fyvaujz5t2kg6hl4n8daz85rqy5jk8qk58r59y6","ZETE2","f","","5"
"2026-09-09","pool1mkw6psku0jvaw60uqleul9jxlmyt2xet3urjrgu6735ryxtga60","CRYL","f","","2"
"2026-09-09","pool1w0s8vf9qse980vulgszvusw3800d6dlc7wkusr0aqvzlz75qgqg","LIBE","f","","1"
"2026-09-09","pool1qlpjsz5j5vqs59cnu09j90agycj2xvrp45sv0v6euujj60up6dw","ROAM","f","","2"
"2026-09-09","pool1jf32ru0d9mcre5pp7yundjdfcz8qlhmw4f5cftgh8vkqy8scj09","DXB","f","","1"
"2026-09-09","pool1phgu0sftpeantu8smmve8w2pa0n4jhhxekrls8h8mnyuvm8m5t8","0dd1","f","","1"
"2026-09-09","pool1kccqxg032r6dcqqpvmv87azttcug5ug6cur9pa7qkuwc5ze4pxa","HUDO","f","","1"
"2026-09-09","pool1tnymyv08dl3k9wyfz040vq626542ztm60wwyu7szwl5l6x9h3vl","VCC","f","","1"
"2026-09-09","pool1e2a7hrepdkn0anf65djlmz8jpycujcg4nmfzs8w2ftvcvlnrw0g","EMGHW","f","","5"
"2026-09-09","pool1qcdw8uk5d9ehldhccy926u886qhr07xa354yrkamdde0qku53nx","ARMY","f","","1"
"2026-09-09","pool175gxtzacpcm90adjpvlhjmfpj4ft2a3zuqsgm558hf3q7ra2vf9","CSK","f","","5"
"2026-09-09","pool1h9jr0f9evk3raxlljq6mt4gj7ej4v82afvnlc2wh28rwy2d8lsy","RUNIR","f","","1"
"2026-09-09","pool1elvz3kppg3peep0dcclju3gwf9m37vzyxetuf03we37sqlnsjxr","DC5","f","","1"
"2026-09-09","pool1a6wdglfp93m2z4nhptx9xhjazgyqusjpu387gdrp899cj98yuqq","HYVEN","f","","16"
"2026-09-09","pool10gtnlhevam52ynwuzua7dqgv7vje4q87q25dzzfrjgw3wwjk2xw","STKCH","f","","1"
"2026-09-09","pool1luhm55xxqp0cv7a43rcfrr8m6m74kfe7wdvqdgfzt483x29lr0t","CF5","f","","1617"
"2026-09-09","pool1r2fph82mjhgu955cesn4yejjva4sk7uuh06yhwf8e9ln5djy5h7","CF6","f","","147"
"2026-09-10","pool16pfjyderm8gvzfpcrlk9xunhjetcp4w20g73gzzrvsgncte60e4","","f","","1235"
"2026-09-10","pool19tz0rwsnzmsw602rauwhzrsgk4qx55qzhkmxfqe04s6vuu37ptw","","f","","1222"
"2026-09-10","pool1fkjfa9yuu844hyg7yagvjr9u7texse7dcdhe75c6lta0xqpgqgk","","f","","1241"
"2026-09-10","pool1c3f370yr063cpzpdapsdyqye8dutrztqjfhrug8dr3uj7d50375","","f","","1214"
"2026-09-10","pool1nc4tjhmg9m2rmhq5thyvn9nvayy28dt0z7h5erhlfw6pzj9usfn","","f","","1162"
"2026-09-10","pool1qcvvyev6gdhdnggvypta045l0vtruawayq6gap29a99c755k8nm","","f","","1217"
"2026-09-10","pool1zm5qw9r7fz25t2epjgvzynsj3gp5puxcwy7363zy3265ujndfaw","","f","","1265"
"2026-09-10","pool1vevcjr87ce94hny28ra8yj5jjgalcqdhqs5xd44ru6k0qr3dsq9","","f","","1200"
"2026-09-10","pool1m42um4nhc654jyjasdk6mu4q38yf3qcswqcr4q2ysc6sjhyve9n","","f","","1183"
"2026-09-10","pool1m6awcstjzafepr5dwan54gemvh4y8dlvmqjtpwxsa7uqurcuq0l","","f","","1204"
"2026-09-10","pool1alseugmsr68dn8mlen92jqgdc6nm4f3dvqyc8m55fgl967ytyua","","f","","1181"
"2026-09-10","pool1v6p29tne9m7773lw2da65qn3e58r64np0k5fj8sxns82g85j03g","","f","","1195"
"2026-09-10","pool1qlps2dwr0qd0a7pjqr47apewf2lq42xv03zgentgwv9mspeh57g","","f","","2119"
"2026-09-10","pool17s3mr9c4ejjfq20dz0ls9ggskc770kt267s9xmw93payzdswwgg","FIKA","f","","2113"
"2026-09-10","pool106sjgd9m4shsvtc9ruk7femgndknefmct6eedskww37pzv8hz9n","","f","","1323"
"2026-09-10","pool15yyxtkhz64p7a8cnax9l7u82s9t9hdhyxsa3tdm977qhgpnsuhq","SECUR","t","15099.83","2044"
"2026-09-10","pool146s6wt66d069uqfvjh39qn0racde6pytzju7y4mykf88zc0dscz","","f","","731"
"2026-09-10","pool1nhlv5z2lsptzgcp9ype0mppc7zyndm66ypm4sw5hy27ewdchqx0","P2P3","f","","385"
"2026-09-10","pool1s6se64qce5rjjjhh6ufcdnc54p8qg78mlhjm38lymx99sqysvzx","PAUL1","f","","1762"
"2026-09-10","pool1xjhzgchsl2ccvc5pj3aqytv9hh0jnaz63wtfnw4th07tjypm46x","SECUR","t","1091.96","1680"
"2026-09-10","pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc","AZUR","t","185.08","1357"
"2026-09-10","pool13qdkwy5y88ncr5qpjrh8hgtf94d0zw4wuhgezjg3hvlyyrh37c7","SECUR","t","15106.15","1147"
"2026-09-10","pool1dxwgzj66pual956mnv9delkelg873yvgr2dd8s279m0hxqvr475","APOP","f","","1559"
"2026-09-10","pool1lhz4gsk5ezdl5s4mv2kxgrkhzzhad6me2v0xmwuyt845vensdlc","SECUR","f","","1689"
"2026-09-10","pool1k8dm3fwajc6c8s32accfwqw8dqawl6k243z43cf74uxu7457z6l","","f","","619"
"2026-09-10","pool1v5u6wzakuc25q3zpx04t8gjz3rgu60wuxkv2mh5nga23xjkc86s","MOKSH","f","","1154"
"2026-09-10","pool1cd6mgg8y98sq4cc7668xwwg0g6ln4z7r0gx0r5pfvjg9w8u0rc8","","f","","574"
"2026-09-10","pool1u6kpt8hgqcm596kukj97ghefmxn8ks2cgwg8qqe0gtgscnufk5p","ATLAS","f","","1232"
"2026-09-10","pool1lnr8t7pxvq3vfg8c5lc7yjcq39haws4ntu28xpxzx4zyya9ntny","KKS","f","","1040"
"2026-09-10","pool138m7hevnvp664cmtralju857t5k7e4frpnaevtgpuykggr50kne","ITC","f","","1058"
"2026-09-10","pool1qakys0fxx5p2fxcnsc2tyjpqa88q7qgtdh5t3a32hplv6fg25r9","DAPP","t","185.11","1191"
"2026-09-10","pool14zdcvdec8qmqzsat5wg3a2h9f0u5yzrgjew534z8u3gs5durnjz","PAUL","f","","994"
"2026-09-10","pool1zn9hjcmfddhcp2aj9xxuvz7z40rasyatkgavr8ryyz72qdfwtrj","PLUSH","f","","670"
"2026-09-10","pool1xru6f3fflzwkptgm68pncrsncg9ngllv0jk8jnz40m7wusfhazk","OASIS","f","","673"
"2026-09-10","pool1qqvukkkfr3ux4qylfkrky23f6trl2l6xjluv36z90ax7gfa8yxt","STAKE","t","1407.61","682"
"2026-09-10","pool1p9sjhjx0v3k76wvgdqu7jcks2ra48wqlhc6g0mkewd25k3zcymy","WA2","f","","678"
"2026-09-10","pool1psk0c2p7pwactw00nkzjexdw0msn7g8nddc06eyvds6yswr3tjg","ITC2","f","","636"
"2026-09-10","pool1mzcwrurfd3afzp0xz84423q8xxdxj0ju5h4sse73hx4msvqra9t","","f","","195"
"2026-09-10","pool1m4enp55hp80tf6xl7k6f6593wnyu3pr83xfvef9x3ktdw9m0em5","AZUR2","t","182.02","644"
"2026-09-10","pool1cmk4xnegvtm7svgw5u0neg93640ytmssyr0tqngncwnf6c0kn4u","","f","","100"
"2026-09-10","pool16j3mvwws7zc9pjluyhddgea0tq647v0dh3y4nkcuckg9znjcun2","ITC3","f","","628"
"2026-09-10","pool1nwt6mxqus3tpzrshky5h5kykz9rjpxmacrvw0z6yak9uk5p5045","DNEWS","f","","602"
"2026-09-10","pool12hszgt63rau649xhfuy4mjmdukzpy0atyskd7hujl7zdxjv7e8c","","f","","92"
"2026-09-10","pool1hkklrx9ac7w57d79mnv76rxlgq4acg5ecwhyep7k3zn0u5cz2k9","AZUR3","t","180.61","553"
"2026-09-10","pool1cq25dmlt5974x8tqg3e4dlzvrxefcce2atpnwlfp7ad5ugec9fp","BEAST","f","","468"
"2026-09-10","pool1wf7wk3802jxtkmek6uprm77cgqx53t4qep9kwkl078w3yw0ff69","DNEWS","f","","545"
"2026-09-10","pool1mvl09pgsejrudghjhq79qurugrvqy3pceznp7f9vz63n7ku7jqx","AMZ1","f","","434"
"2026-09-10","pool1hmmt5a9vyjtkz0tk6ywyyuhumt57hts5m89m9avgyyupveaejfr","AOTA","f","","319"
"2026-09-10","pool1s7ddsvuw09dvk7et6t842vhdfcmq893y88y3ev9attn67mruf5m","ELLIP","f","","338"
"2026-09-10","pool138s0uwydwtrhkaqj4uwkh37yqw098v9v6nf5q08k9nugumlf8mw","AURA","f","","325"
"2026-09-10","pool1x0qm7xsyh2za3ltprxsgael544je4hg8tc3q3v5gv232z8jt4wp","PPCX1","f","","308"
"2026-09-10","pool14n77mmxh6a2d9k05jamzdwsws2ayvkyje8uc7led958p63at3aj","SECUR","t","8949.41","261"
"2026-09-10","pool1q9kwa675j2z53jecrs6pn3fqsc9ypxrsypu5dgu6hammqkagy22","TIGER","f","","242"
"2026-09-10","pool1zj4h7kc6v53q9r8x3fwzfuayf2frwme8u5k86gu0uzeeuvqxgul","CHEEK","f","","223"
"2026-09-10","pool1vkc0dvuf8rxrch87umfayacgglrh8f88ef0f64xrdue5u2xjwfm","IFS1","f","","1071"
"2026-09-10","pool1efacpnedlfrhe9sa6s4jzq839s5q4qdrl70em0za57xg6t38d3s","ADACH","f","","231"
"2026-09-10","pool1pu5jlj4q9w9jlxeu370a3c9myx47md5j5m2str0naunn2q3lkdy","NUTS","f","","153"
"2026-09-10","pool1zmhvvzlqp0xrhhqjhxyvfuct83wk4w85jckfkypz4fskcjzze2x","ASC","f","","178"
"2026-09-10","pool16jefdagcsgzyek9jytzfezx5ajvfkytjgghaps64hzz6uzkpc0e","NGS","f","","176"
"2026-09-10","pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9","OUROS","f","","185"
"2026-09-10","pool1jj2hvts3ryffy5txm7w0am3zt7s7sehdf8rrwfesjmr7shv0mgl","FIDA","f","","153"
"2026-09-10","pool1prnv2zg6hpf34hyqf9eqmkxxpxqr4phq7hs8cmehyhvxz2gsrpm","STAR","f","","114"
"2026-09-10","pool1py6q7y3f7jz60mt5jhsrdx6lqtuvc02chqgvwzjzayctqhgzzge","WSKS","f","","152"
"2026-09-10","pool1vflcm2fde9qyzcr0lkkv4httte3xep6sycasrtaxw6rt2me3vwp","OKNW","f","","53"
"2026-09-10","pool1uq8l234306m76unyz8kuwnkvmtvazaks6vuvyx3a3khngavvcw0","PLTUS","f","","137"
"2026-09-10","pool1gnnwyf9vwcgtm3us0w0duuy43r9k7yhnchvyx0xqv9766ysw2a9","A2A","f","","154"
"2026-09-10","pool1rpjjz68kmmetyxztmrstrwgz8lxf6v0d7vqgw98r5x8rc50jrdf","DEW","f","","132"
"2026-09-10","pool13fpvzhz7p0f4c960k44erfykflr7qdp86t6jnxlfamhqcmfha42","CET","f","","250"
"2026-09-10","pool1fmgus36uc0jf0wlspfvzwfn04mz34kwrensmqgfzkv7t58dejw4","GRAB","f","","123"
"2026-09-10","pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w","VOLT","f","","114"
"2026-09-10","pool1qqlf3epa7m8780p2jx5689u2ql06tw026l5377tptk2zswrc645","CPS","f","","124"
"2026-09-10","pool1uy2z02pn4lczk7p2plvnkzrmltxmqs2t04d9ghx5t0vw6e4t0qn","AMSNL","f","","96"
"2026-09-10","pool1e556526sqwugxwnmeumt9lhj5jukklg8vv3ynk75xt9vs7adr5y","CHEAP","f","","90"
"2026-09-10","pool1n2yp66zk6m33sg8k20hsvmk9tw7xeeswzdcfxhnx9hm9jkxv5k4","ONE1","f","","102"
"2026-09-10","pool1fd0q9h8974y6psejmzczlywy8fgxxy07rn2ynrwu734aqwq540p","","f","","1288"
"2026-09-10","pool1j6dh3ynys827j38976q0q3s3c9hpzgx40kjcq4472h6m7d3t0hm","KIND","f","","98"
"2026-09-10","pool1gqvrgg7zycvf65ydkjeph72t0yx0f5ykzd9f477zh4f3smwk997","SAND","t","197.23","71"
"2026-09-10","pool1s6x6kltycpxq82hyqhlqllqj3q5l2m8w499gvtu4xrfv29c0q2q","LOOT","t","8456.05","93"
"2026-09-10","pool13xzckaj3srgldr67dksx874jxe3c9xnc245xyr44p7cdxh07hft","LGC","t","184.96","110"
"2026-09-10","pool1r3ax7pd3cgad5kttench60ttr23kvfpx3vzvd6c3azppgw7q93t","PALM1","f","","83"
"2026-09-10","pool1gdgjzmp96kk0d0sj482655wqlq8jtc4t9xw8xzfwfx4tjyq73hw","LUNA9","t","8679.06","77"
"2026-09-10","pool17rns3wjyql9jg9xkzw9h88f0kstd693pm6urwxmvejqgsyjw7ta","0PCT","f","","88"
"2026-09-10","pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr","NMKR","t","7090.48","74"
"2026-09-10","pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy","AOAUS","f","","86"
"2026-09-10","pool1hnnfvsq3xlln6vz7d2xmk6kqekd5z4ctmfpdad8g8kr0yk8kdfd","AZDFM","t","188.61","114"
"2026-09-10","pool1v4xevkf7fx08pzy7atsk59dds6p0sdyl6xmhwf4mh79x6l5p6kx","DIVY","f","","78"
"2026-09-10","pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh","CAKE","f","","66"
"2026-09-10","pool18j287g2sccele52hhxc0csk2ghfghwndqm9yahdqnhjks840wtq","APE","f","","40"
"2026-09-10","pool1jayej3rwf5ynfmmu7583x3w2j73dcedtflgnazdezfn3kl6062x","TAX","f","","49"
"2026-09-10","pool1ncg357pkgx29g6jrwunk94pwxe409ktxyrw8s0k66vwkc4qdgnu","BIMI1","f","","51"
